length,maxspeed,geometry,highway,cost,incoming_cell,outgoing_cell,lca_res,id
168.811,20.0,"LINESTRING (-122.95845794677734 49.26249694824219, -122.95826721191406 49.262489318847656, -122.9566879272461 49.261962890625, -122.9566650390625 49.26195526123047, -122.95632934570312 49.26194381713867)",service,30.385980000000004,644733694813153373,644733694813183337,9,20521
160.188,20.0,"LINESTRING (-122.95416259765625 49.26167678833008, -122.95536804199219 49.26179122924805, -122.95632934570312 49.26194381713867)",service,28.83384,644733694813153373,644733694824977424,7,20522
51.337,20.0,"LINESTRING (-122.95632934570312 49.26194381713867, -122.95631408691406 49.26240539550781)",service,9.24066,644733694813258094,644733694813153373,9,20523
168.811,20.0,"LINESTRING (-122.95632934570312 49.26194381713867, -122.9566650390625 49.26195526123047, -122.9566879272461 49.261962890625, -122.95826721191406 49.262489318847656, -122.95845794677734 49.26249694824219)",service,30.385980000000004,644733694813183337,644733694813153373,9,20524
160.188,20.0,"LINESTRING (-122.95632934570312 49.26194381713867, -122.95536804199219 49.26179122924805, -122.95416259765625 49.26167678833008)",service,28.83384,644733694824977424,644733694813153373,7,20525
148.061,20.0,"LINESTRING (-122.93879699707031 49.24530792236328, -122.93877410888672 49.24639129638672, -122.93873596191406 49.24647521972656, -122.938720703125 49.24663543701172)",service,26.65098,644733726812101488,644733726791938210,6,20526
67.26599999999999,20.0,"LINESTRING (-122.93727111816406 49.24533462524414, -122.9372329711914 49.24568176269531, -122.93720245361328 49.245819091796875, -122.93709564208984 49.245914459228516)",service,12.107879999999998,644733726792408406,644733726792516481,9,20527
17.727,20.0,"LINESTRING (-122.93672180175781 49.24565505981445, -122.93696594238281 49.24565124511719)",service,3.1908600000000003,644733726792529153,644733726792524426,10,20528
21.209,20.0,"LINESTRING (-122.93672180175781 49.24565505981445, -122.93672180175781 49.24546432495117)",service,3.8176200000000002,644733726792524138,644733726792524426,11,20529
31.762,20.0,"LINESTRING (-122.93696594238281 49.24565124511719, -122.93699645996094 49.245826721191406, -122.93709564208984 49.245914459228516)",service,5.717160000000001,644733726792408406,644733726792529153,9,20530
134.15800000000002,20.0,"LINESTRING (-122.93696594238281 49.24565124511719, -122.93697357177734 49.24534225463867, -122.93685150146484 49.24534225463867, -122.93661499023438 49.24536895751953, -122.93562316894531 49.24550247192383)",service,24.148440000000004,644733726792353886,644733726792529153,9,20531
98.361,20.0,"LINESTRING (-122.93844604492188 49.245914459228516, -122.93730926513672 49.245887756347656, -122.93709564208984 49.245914459228516)",service,17.704980000000003,644733726792408406,644733726812209486,6,20532
228.828,30.0,"LINESTRING (-122.95787811279297 49.22394561767578, -122.96094512939453 49.22394943237305, -122.96102905273438 49.22394943237305)",residential,27.459359999999997,644733726884583643,644733726874672546,7,20533
170.519,50.0,"LINESTRING (-122.96476745605469 49.22395324707031, -122.96477508544922 49.22241973876953)",tertiary,12.277368,644733726884058708,644733726883956657,9,20534
58.730000000000004,30.0,"LINESTRING (-122.96476745605469 49.22395324707031, -122.96465301513672 49.22395324707031, -122.9646224975586 49.22395324707031, -122.96395874023438 49.22395324707031)",residential,7.0476,644733726883920537,644733726883956657,9,20535
95.453,50.0,"LINESTRING (-122.96476745605469 49.22395324707031, -122.96477508544922 49.22406005859375, -122.96477508544922 49.22481155395508)",tertiary,6.872616,644733726884842314,644733726883956657,8,20536
50.419,20.0,"LINESTRING (-122.95805358886719 49.22435760498047, -122.95874786376953 49.22435760498047)",service,9.07542,644733726874715979,644733726874725726,10,20537
70.416,20.0,"LINESTRING (-122.96538543701172 49.2528190612793, -122.96538543701172 49.2530403137207, -122.96539306640625 49.25345230102539)",service,12.67488,644733726809169298,644733726809306112,9,20538
208.032,20.0,"LINESTRING (-122.9459228515625 49.22504425048828, -122.9453125 49.22529220581055, -122.94416046142578 49.22592544555664, -122.94449615478516 49.226219177246094, -122.94454193115234 49.226261138916016)",service,37.44576,644733726879070126,644733726879008147,9,20539
154.983,20.0,"LINESTRING (-122.9459228515625 49.22504425048828, -122.94711303710938 49.224422454833984, -122.94711303710938 49.22435760498047, -122.94683074951172 49.22414016723633, -122.94678497314453 49.22410202026367)",service,27.89694,644733726886774368,644733726879008147,7,20540
41.768,20.0,"LINESTRING (-122.9459228515625 49.22504425048828, -122.94561767578125 49.22477722167969, -122.9455795288086 49.2247428894043)",service,7.5182400000000005,644733726886829402,644733726879008147,7,20541
25.644,30.0,"LINESTRING (-122.94454193115234 49.226261138916016, -122.94426727294922 49.22640609741211)",residential,3.0772799999999996,644733726878943898,644733726879070126,9,20542
4.187,50.0,"LINESTRING (-122.94458770751953 49.22623825073242, -122.94454193115234 49.226261138916016)",residential,0.301464,644733726879069958,644733726879070126,12,20543
208.03199999999998,20.0,"LINESTRING (-122.94454193115234 49.226261138916016, -122.94449615478516 49.226219177246094, -122.94416046142578 49.22592544555664, -122.9453125 49.22529220581055, -122.9459228515625 49.22504425048828)",service,37.44576,644733726879008147,644733726879070126,9,20544
93.733,20.0,"LINESTRING (-122.94307708740234 49.224884033203125, -122.94390869140625 49.225528717041016)",service,16.871940000000002,644733726879083531,644733726878788126,8,20545
93.733,20.0,"LINESTRING (-122.94307708740234 49.224884033203125, -122.94390869140625 49.225528717041016)",service,16.871940000000002,644733726878788126,644733726879083531,8,20546
46.675,30.0,"LINESTRING (-122.94440460205078 49.22526168823242, -122.94390869140625 49.225528717041016)",residential,5.600999999999999,644733726879075344,644733726879083531,10,20547
62.301,30.0,"LINESTRING (-122.94390869140625 49.225528717041016, -122.94338989257812 49.22580337524414, -122.94336700439453 49.2258186340332, -122.94324493408203 49.22588348388672)",residential,7.47612,644733726878651444,644733726879083531,8,20548
33.587,20.0,"LINESTRING (-122.9354019165039 49.21964645385742, -122.93576049804688 49.21945571899414)",service,6.045660000000001,644733726867928104,644733726867929186,11,20549
44.589999999999996,20.0,"LINESTRING (-122.93576049804688 49.21945571899414, -122.93618774414062 49.21922302246094, -122.93623352050781 49.219200134277344)",service,8.0262,644733726867920897,644733726867929186,10,20550
204.01600000000002,20.0,"LINESTRING (-122.93576049804688 49.21945571899414, -122.93397521972656 49.218109130859375, -122.93394470214844 49.21805953979492)",service,36.72288,644733726867591684,644733726867929186,8,20551
218.928,20.0,"LINESTRING (-122.93929290771484 49.218997955322266, -122.93924713134766 49.219024658203125, -122.9387435913086 49.219303131103516, -122.9387435913086 49.219337463378906, -122.93973541259766 49.22014617919922, -122.94010162353516 49.22044372558594, -122.94014739990234 49.22047805786133)",service,39.40704,644733726887581450,644733726887732518,9,20552
48.169999999999995,30.0,"LINESTRING (-122.93929290771484 49.218997955322266, -122.93897247314453 49.21872329711914, -122.9389419555664 49.21869659423828, -122.93888854980469 49.21865463256836)",residential,5.780399999999999,644733726868014601,644733726887732518,6,20553
166.80300000000003,30.0,"LINESTRING (-122.93929290771484 49.218997955322266, -122.94064331054688 49.220096588134766, -122.94068145751953 49.220123291015625, -122.94072723388672 49.22016906738281)",residential,20.016360000000002,644733726887518420,644733726887732518,9,20554
104.25,30.0,"LINESTRING (-122.94014739990234 49.22047805786133, -122.93975067138672 49.22068405151367, -122.93909454345703 49.22103500366211, -122.93903350830078 49.2210693359375)",residential,12.51,644733726860166899,644733726887581450,6,20555
218.92800000000003,20.0,"LINESTRING (-122.94014739990234 49.22047805786133, -122.94010162353516 49.22044372558594, -122.93973541259766 49.22014617919922, -122.9387435913086 49.219337463378906, -122.9387435913086 49.219303131103516, -122.93924713134766 49.219024658203125, -122.93929290771484 49.218997955322266)",service,39.40704000000001,644733726887732518,644733726887581450,9,20556
54.353,30.0,"LINESTRING (-122.94014739990234 49.22047805786133, -122.94066619873047 49.22019958496094, -122.94072723388672 49.22016906738281)",residential,6.52236,644733726887518420,644733726887581450,9,20557
52.801,30.0,"LINESTRING (-122.94001007080078 49.21636199951172, -122.939453125 49.21666717529297)",residential,6.33612,644733726867524278,644733726867529835,10,20558
55.080999999999996,30.0,"LINESTRING (-122.939453125 49.21666717529297, -122.93897247314453 49.21692657470703, -122.93893432617188 49.216941833496094, -122.9388656616211 49.21697998046875)",residential,6.609719999999999,644733726867100546,644733726867529835,8,20559
190.52400000000003,30.0,"LINESTRING (-122.939453125 49.21666717529297, -122.93853759765625 49.2159538269043, -122.93839263916016 49.2158317565918, -122.93829345703125 49.21580123901367, -122.93815612792969 49.215755462646484, -122.93804168701172 49.21583938598633, -122.93771362304688 49.21603012084961, -122.9376449584961 49.216064453125)","['residential', 'service']",22.86288,644733726867068949,644733726867529835,8,20560
33.587,20.0,"LINESTRING (-122.9354019165039 49.21964645385742, -122.93576049804688 49.21945571899414)",service,6.045660000000001,644733726867929186,644733726867928104,11,20561
47.464,20.0,"LINESTRING (-122.93787384033203 49.218536376953125, -122.93832397460938 49.21830749511719, -122.93839263916016 49.21827697753906)",service,8.543520000000001,644733726868039898,644733726867870050,9,20562
222.398,20.0,"LINESTRING (-122.93787384033203 49.218536376953125, -122.93714904785156 49.21799850463867, -122.93660736083984 49.21757507324219, -122.93592834472656 49.217071533203125, -122.93586730957031 49.21702575683594)",service,40.03164,644733726867185816,644733726867870050,8,20563
45.132999999999996,20.0,"LINESTRING (-122.93787384033203 49.218536376953125, -122.93745422363281 49.21876907348633, -122.9374008178711 49.21879959106445)",service,8.12394,644733726867852187,644733726867870050,10,20564
48.104,20.0,"LINESTRING (-122.9367904663086 49.21900177001953, -122.937255859375 49.21875762939453, -122.93730163574219 49.218727111816406)",service,8.65872,644733726867851508,644733726867859649,10,20565
211.854,20.0,"LINESTRING (-122.9367904663086 49.21900177001953, -122.93650817871094 49.21876525878906, -122.9349594116211 49.21759796142578, -122.93489837646484 49.217552185058594)",service,38.133720000000004,644733726867752805,644733726867859649,8,20566
44.991,20.0,"LINESTRING (-122.9367904663086 49.21900177001953, -122.93638610839844 49.219234466552734, -122.93632507324219 49.219268798828125)",service,8.09838,644733726867921797,644733726867859649,9,20567
26.314,20.0,"LINESTRING (-122.91650390625 49.22823715209961, -122.91674041748047 49.228416442871094)",service,4.7365200000000005,644733726863473357,644733726863472688,11,20568
27.581,20.0,"LINESTRING (-122.91650390625 49.22823715209961, -122.91632843017578 49.228336334228516, -122.91621398925781 49.228397369384766)",service,4.96458,644733726863471872,644733726863472688,11,20569
69.42,20.0,"LINESTRING (-122.91650390625 49.22823715209961, -122.91678619384766 49.228084564208984, -122.91718292236328 49.227867126464844, -122.91719055175781 49.22785949707031, -122.917236328125 49.22783660888672)",service,12.495600000000001,644733726863479626,644733726863472688,10,20570
25.631,20.0,"LINESTRING (-122.91621398925781 49.228397369384766, -122.91644287109375 49.228572845458984)",service,4.61358,644733726863472213,644733726863471872,11,20571
68.957,20.0,"LINESTRING (-122.91621398925781 49.228397369384766, -122.9158706665039 49.22858810424805, -122.91585540771484 49.22859573364258, -122.91582489013672 49.22861099243164, -122.91551971435547 49.22877883911133, -122.91548919677734 49.228797912597656)",service,12.41226,644733726901069918,644733726863471872,6,20572
27.581,20.0,"LINESTRING (-122.91621398925781 49.228397369384766, -122.91632843017578 49.228336334228516, -122.91650390625 49.22823715209961)",service,4.96458,644733726863472688,644733726863471872,11,20573
15.88,20.0,"LINESTRING (-122.91548919677734 49.228797912597656, -122.91532135009766 49.22888946533203)",service,2.8584,644733726901067830,644733726901069918,11,20574
10.124,20.0,"LINESTRING (-122.91548919677734 49.228797912597656, -122.91539764404297 49.228729248046875)",service,1.8223200000000002,644733726901070249,644733726901069918,12,20575
68.957,20.0,"LINESTRING (-122.91548919677734 49.228797912597656, -122.91551971435547 49.22877883911133, -122.91582489013672 49.22861099243164, -122.91585540771484 49.22859573364258, -122.9158706665039 49.22858810424805, -122.91621398925781 49.228397369384766)",service,12.41226,644733726863471872,644733726901069918,6,20576
14.217,20.0,"LINESTRING (-122.91532135009766 49.22888946533203, -122.91516876220703 49.22896957397461)",service,2.55906,644733726901068914,644733726901067830,11,20577
24.626,20.0,"LINESTRING (-122.91532135009766 49.22888946533203, -122.91554260253906 49.22905731201172)",service,4.43268,644733726901068480,644733726901067830,11,20578
15.88,20.0,"LINESTRING (-122.91548919677734 49.228797912597656, -122.91532135009766 49.22888946533203)",service,2.8584,644733726901069918,644733726901067830,11,20579
24.596,20.0,"LINESTRING (-122.91516876220703 49.22896957397461, -122.91495513916016 49.228797912597656)",service,4.4272800000000005,644733726901023493,644733726901068914,9,20580
14.217,20.0,"LINESTRING (-122.91532135009766 49.22888946533203, -122.91516876220703 49.22896957397461)",service,2.55906,644733726901067830,644733726901068914,11,20581
45.825,20.0,"LINESTRING (-122.91516876220703 49.22896957397461, -122.91486358642578 49.2291374206543, -122.91468811035156 49.2292366027832)",service,8.2485,644733726900900941,644733726901068914,9,20582
8.649000000000001,20.0,"LINESTRING (-122.91468811035156 49.2292366027832, -122.91465759277344 49.22925567626953, -122.91459655761719 49.229286193847656)",service,1.5568200000000003,644733726900901066,644733726900900941,12,20583
15.596,20.0,"LINESTRING (-122.91468811035156 49.2292366027832, -122.91465759277344 49.22920227050781, -122.9146499633789 49.22917175292969, -122.9146728515625 49.229129791259766, -122.91470336914062 49.2291145324707)",service,2.80728,644733726900900276,644733726900900941,11,20584
45.825,20.0,"LINESTRING (-122.91468811035156 49.2292366027832, -122.91486358642578 49.2291374206543, -122.91516876220703 49.22896957397461)",service,8.2485,644733726901068914,644733726900900941,9,20585
51.539,50.0,"LINESTRING (-122.91415405273438 49.22892379760742, -122.91459655761719 49.229286193847656)",tertiary,3.710808,644733726900898915,644733726900901066,10,20586
62.994,50.0,"LINESTRING (-122.91459655761719 49.229286193847656, -122.91507720947266 49.229679107666016, -122.9151382446289 49.22972869873047)",tertiary,4.535568,644733726900929963,644733726900901066,9,20587
8.649000000000001,20.0,"LINESTRING (-122.91459655761719 49.229286193847656, -122.91465759277344 49.22925567626953, -122.91468811035156 49.2292366027832)",service,1.5568200000000003,644733726900900941,644733726900901066,12,20588
77.2,30.0,"LINESTRING (-122.92015838623047 49.225563049316406, -122.9193344116211 49.22600173950195)",residential,9.264,644733726863075156,644733726864487281,8,20589
112.605,20.0,"LINESTRING (-122.9193344116211 49.22600173950195, -122.91938018798828 49.226036071777344, -122.91939544677734 49.226043701171875, -122.91979217529297 49.22636413574219, -122.92027282714844 49.22674560546875, -122.92028045654297 49.22675323486328, -122.92031860351562 49.226783752441406)",service,20.268900000000002,644733726862947941,644733726864487281,8,20590
43.624,30.0,"LINESTRING (-122.9193344116211 49.22600173950195, -122.91898345947266 49.22618865966797, -122.91893768310547 49.22621536254883, -122.91886901855469 49.22624969482422)",residential,5.2348799999999995,644733726863547805,644733726864487281,8,20591
56.345,20.0,"LINESTRING (-122.92796325683594 49.28078842163086, -122.92720794677734 49.280670166015625)",service,10.142100000000001,644733695071238209,644733695071274218,9,20592
56.345,20.0,"LINESTRING (-122.92796325683594 49.28078842163086, -122.92720794677734 49.280670166015625)",service,10.142100000000001,644733695071274218,644733695071238209,9,20593
19.317,20.0,"LINESTRING (-122.92727661132812 49.28050231933594, -122.92720794677734 49.280670166015625)",service,3.4770600000000003,644733695071224419,644733695071238209,10,20594
219.408,20.0,"LINESTRING (-122.92720794677734 49.280670166015625, -122.92598724365234 49.28048324584961, -122.9251708984375 49.280357360839844, -122.924560546875 49.28032302856445, -122.92437744140625 49.28033447265625, -122.92436218261719 49.280338287353516, -122.92425537109375 49.280372619628906)",service,39.49344,644733695068387521,644733695071238209,7,20595
20.549,20.0,"LINESTRING (-122.99613189697266 49.2241325378418, -122.99596405029297 49.224281311035156)",service,3.69882,644733726525334785,644733726525336940,11,20596
63.586,20.0,"LINESTRING (-122.99613189697266 49.2241325378418, -122.99576568603516 49.22396469116211, -122.99541473388672 49.22380447387695)",service,11.44548,644733726525305926,644733726525336940,9,20597
20.549,20.0,"LINESTRING (-122.99613189697266 49.2241325378418, -122.99596405029297 49.224281311035156)",service,3.69882,644733726525336940,644733726525334785,11,20598
34.291000000000004,20.0,"LINESTRING (-122.99596405029297 49.224281311035156, -122.99600982666016 49.224369049072266, -122.99613952636719 49.22456741333008)",service,6.172380000000001,644733726526229849,644733726525334785,8,20599
63.358999999999995,20.0,"LINESTRING (-122.99596405029297 49.224281311035156, -122.99591827392578 49.224246978759766, -122.99585723876953 49.22421646118164, -122.99541473388672 49.22400665283203, -122.99526977539062 49.22393798828125)",service,11.40462,644733726525934080,644733726525334785,8,20600
16.245,20.0,"LINESTRING (-122.99595642089844 49.224483489990234, -122.99613952636719 49.22456741333008)",service,2.9241,644733726525921909,644733726526229849,8,20601
74.544,20.0,"LINESTRING (-122.99613952636719 49.22456741333008, -122.99620056152344 49.22459411621094, -122.99649047851562 49.2247314453125, -122.99678802490234 49.22487258911133, -122.99684143066406 49.22489929199219, -122.99686431884766 49.224910736083984, -122.9969711303711 49.22496032714844)",service,13.41792,644733726526231285,644733726526229849,10,20602
34.291000000000004,20.0,"LINESTRING (-122.99613952636719 49.22456741333008, -122.99600982666016 49.224369049072266, -122.99596405029297 49.224281311035156)",service,6.172380000000001,644733726525334785,644733726526229849,8,20603
56.096,30.0,"LINESTRING (-123.00106048583984 49.2299690246582, -123.0003662109375 49.2297477722168)",residential,6.731519999999999,644733726527935733,644733726527858336,9,20604
55.867999999999995,20.0,"LINESTRING (-123.00106048583984 49.2299690246582, -123.00112915039062 49.22990417480469, -123.00133514404297 49.2296142578125, -123.00131225585938 49.22956466674805, -123.0012435913086 49.22953796386719)",service,10.056239999999999,644733726527873670,644733726527858336,10,20605
27.991999999999997,30.0,"LINESTRING (-123.00106048583984 49.2299690246582, -123.0013656616211 49.230072021484375, -123.00140380859375 49.23008346557617)",residential,3.3590399999999994,644733726527965260,644733726527858336,9,20606
14.437,20.0,"LINESTRING (-123.0012435913086 49.22953796386719, -123.00106811523438 49.22947692871094)",service,2.59866,644733726527874868,644733726527873670,11,20607
3.779,20.0,"LINESTRING (-123.00126647949219 49.22950744628906, -123.0012435913086 49.22953796386719)",service,0.68022,644733726527873930,644733726527873670,12,20608
55.867999999999995,20.0,"LINESTRING (-123.0012435913086 49.22953796386719, -123.00131225585938 49.22956466674805, -123.00133514404297 49.2296142578125, -123.00112915039062 49.22990417480469, -123.00106048583984 49.2299690246582)",service,10.056239999999999,644733726527858336,644733726527873670,10,20609
15.423,20.0,"LINESTRING (-123.00106811523438 49.22947692871094, -123.0008773803711 49.22941589355469)",service,2.7761400000000003,644733726527874322,644733726527874868,11,20610
14.437,20.0,"LINESTRING (-123.0012435913086 49.22953796386719, -123.00106811523438 49.22947692871094)",service,2.59866,644733726527873670,644733726527874868,11,20611
16.501,20.0,"LINESTRING (-123.00116729736328 49.22934341430664, -123.00106811523438 49.22947692871094)",service,2.9701800000000005,644733726527873315,644733726527874868,11,20612
14.242,20.0,"LINESTRING (-123.0008773803711 49.22941589355469, -123.00070190429688 49.2293586730957)",service,2.5635600000000003,644733726528058248,644733726527874322,9,20613
15.423,20.0,"LINESTRING (-123.00106811523438 49.22947692871094, -123.0008773803711 49.22941589355469)",service,2.7761400000000003,644733726527874868,644733726527874322,11,20614
10.331,20.0,"LINESTRING (-123.00093841552734 49.229331970214844, -123.0008773803711 49.22941589355469)",service,1.85958,644733726527876257,644733726527874322,11,20615
14.437,20.0,"LINESTRING (-123.00070190429688 49.2293586730957, -123.00052642822266 49.22929763793945)",service,2.59866,644733726528057514,644733726528058248,11,20616
14.242,20.0,"LINESTRING (-123.0008773803711 49.22941589355469, -123.00070190429688 49.2293586730957)",service,2.5635600000000003,644733726527874322,644733726528058248,9,20617
11.59,20.0,"LINESTRING (-123.00077819824219 49.22926712036133, -123.00070190429688 49.2293586730957)",service,2.0862,644733726528060041,644733726528058248,11,20618
14.109,20.0,"LINESTRING (-123.00052642822266 49.22929763793945, -123.0006103515625 49.229183197021484)",service,2.53962,644733726528059602,644733726528057514,11,20619
14.437,20.0,"LINESTRING (-123.00070190429688 49.2293586730957, -123.00052642822266 49.22929763793945)",service,2.59866,644733726528058248,644733726528057514,11,20620
129.145,20.0,"LINESTRING (-123.00052642822266 49.22929763793945, -123.0001220703125 49.22916030883789, -122.99905395507812 49.22880172729492, -122.99894714355469 49.228763580322266)",service,23.246100000000002,644733726566433125,644733726528057514,6,20621
14.185,40.0,"LINESTRING (-122.99884033203125 49.2288703918457, -122.99894714355469 49.228763580322266)",unclassified,1.27665,644733726566433009,644733726566433125,12,20622
43.038,20.0,"LINESTRING (-122.99894714355469 49.228763580322266, -122.99886322021484 49.228736877441406, -122.9984130859375 49.22859573364258)",service,7.74684,644733726566390709,644733726566433125,9,20623
42.521,40.0,"LINESTRING (-122.99894714355469 49.228763580322266, -122.99919891357422 49.228515625, -122.99922180175781 49.228492736816406, -122.99927520751953 49.22844696044922)",unclassified,3.82689,644733726566563157,644733726566433125,9,20624
129.145,20.0,"LINESTRING (-122.99894714355469 49.228763580322266, -122.99905395507812 49.22880172729492, -123.0001220703125 49.22916030883789, -123.00052642822266 49.22929763793945)",service,23.246100000000002,644733726528057514,644733726566433125,6,20625
45.39,20.0,"LINESTRING (-122.98968505859375 49.25153350830078, -122.98969268798828 49.2519416809082)",service,8.170200000000001,644733694789616814,644733694789633041,10,20626
45.39,20.0,"LINESTRING (-122.98969268798828 49.25112533569336, -122.98968505859375 49.25153350830078)",service,8.170200000000001,644733694789755905,644733694789633041,9,20627
275.78200000000004,20.0,"LINESTRING (-122.98968505859375 49.25153350830078, -122.99007415771484 49.25153732299805, -122.99214172363281 49.25153732299805, -122.99278259277344 49.251529693603516, -122.99348449707031 49.25152587890625)",service,49.64076000000001,644733694789726537,644733694789633041,9,20628
74.075,30.0,"LINESTRING (-122.95765686035156 49.22898483276367, -122.95740509033203 49.2291259765625, -122.957275390625 49.22917938232422, -122.95710754394531 49.22923278808594, -122.9569320678711 49.22927474975586, -122.95687866210938 49.229286193847656, -122.95677947998047 49.22930908203125)",residential,8.889,644733726877234973,644733726877225824,10,20629
400.727,20.0,"LINESTRING (-122.95765686035156 49.22898483276367, -122.95758819580078 49.22893524169922, -122.95741271972656 49.22880554199219, -122.95711517333984 49.22845458984375, -122.95538330078125 49.227027893066406, -122.95429229736328 49.22613525390625)",service,72.13086,644733726873413779,644733726877225824,7,20630
77.715,30.0,"LINESTRING (-122.95765686035156 49.22898483276367, -122.95846557617188 49.22853469848633, -122.9584732055664 49.22853469848633)",residential,9.3258,644733726877157236,644733726877225824,9,20631
130.92,20.0,"LINESTRING (-122.9539566040039 49.28660202026367, -122.95460510253906 49.28666305541992, -122.95491027832031 49.28668975830078, -122.9552001953125 49.286705017089844, -122.95550537109375 49.286705017089844, -122.95574951171875 49.286685943603516)",service,23.5656,644733694745553515,644733694745635666,9,20632
11.084,20.0,"LINESTRING (-122.95576477050781 49.28678512573242, -122.95574951171875 49.286685943603516)",service,1.99512,644733694745558189,644733694745553515,10,20633
239.542,20.0,"LINESTRING (-122.95574951171875 49.286685943603516, -122.9563980102539 49.286556243896484, -122.95880889892578 49.2860107421875, -122.95887756347656 49.28599548339844)",service,43.117560000000005,644733694745914001,644733694745553515,8,20634
130.92000000000002,20.0,"LINESTRING (-122.95574951171875 49.286685943603516, -122.95550537109375 49.286705017089844, -122.9552001953125 49.286705017089844, -122.95491027832031 49.28668975830078, -122.95460510253906 49.28666305541992, -122.9539566040039 49.28660202026367)",service,23.565600000000003,644733694745635666,644733694745553515,9,20635
193.974,20.0,"LINESTRING (-122.97467803955078 49.26319122314453, -122.9770278930664 49.26402282714844)",service,34.91532,644733694725065496,644733694823019349,6,20636
23.203,20.0,"LINESTRING (-122.97467803955078 49.26319122314453, -122.97454833984375 49.26338195800781)",service,4.17654,644733694822897667,644733694823019349,9,20637
440.65600000000006,30.0,"LINESTRING (-122.97467803955078 49.26319122314453, -122.9696273803711 49.26137924194336, -122.96955871582031 49.261356353759766, -122.96952819824219 49.26130294799805, -122.9696044921875 49.26122283935547)",residential,52.87872,644733694822716517,644733694823019349,8,20638
193.974,20.0,"LINESTRING (-122.97467803955078 49.26319122314453, -122.9770278930664 49.26402282714844)",service,34.91532,644733694823019349,644733694725065496,6,20639
312.903,20.0,"LINESTRING (-122.9770278930664 49.26402282714844, -122.97831726074219 49.26448440551758, -122.97916412353516 49.26471710205078, -122.9802017211914 49.26491928100586, -122.98027038574219 49.264957427978516, -122.98023986816406 49.265079498291016, -122.98004913330078 49.26536178588867, -122.98001861572266 49.26541519165039)",service,56.322540000000004,644733694725334408,644733694725065496,8,20640
55.891000000000005,30.0,"LINESTRING (-122.9770278930664 49.26402282714844, -122.97679138183594 49.264408111572266, -122.97676849365234 49.264434814453125, -122.97673797607422 49.264488220214844)",residential,6.70692,644733694725075330,644733694725065496,10,20641
64.64,50.0,"LINESTRING (-122.98001861572266 49.26541519165039, -122.97920227050781 49.26518249511719)",tertiary,4.6540799999999996,644733694725408620,644733694725334408,9,20642
44.338,50.0,"LINESTRING (-122.98057556152344 49.26557922363281, -122.98001861572266 49.26541519165039)",tertiary,3.192336,644733694725338278,644733694725334408,10,20643
312.903,20.0,"LINESTRING (-122.98001861572266 49.26541519165039, -122.98004913330078 49.26536178588867, -122.98023986816406 49.265079498291016, -122.98027038574219 49.264957427978516, -122.9802017211914 49.26491928100586, -122.97916412353516 49.26471710205078, -122.97831726074219 49.26448440551758, -122.9770278930664 49.26402282714844)",service,56.322540000000004,644733694725065496,644733694725334408,8,20644
82.226,50.0,"LINESTRING (-122.95159149169922 49.21837615966797, -122.95172882080078 49.2183837890625, -122.95219421386719 49.218406677246094, -122.95272064208984 49.21842956542969)",primary,5.920272,644733726883414819,644733726887434346,7,20645
14.256,50.0,"LINESTRING (-122.95159149169922 49.21837615966797, -122.9516372680664 49.218326568603516, -122.95169067382812 49.218265533447266)",tertiary,1.026432,644733726883439891,644733726887434346,7,20646
40.46,50.0,"LINESTRING (-122.95272064208984 49.21842956542969, -122.95327758789062 49.21843719482422)",primary,2.91312,644733726883420253,644733726883414819,10,20647
47.932,50.0,"LINESTRING (-122.95272064208984 49.21842956542969, -122.95272064208984 49.21849060058594, -122.95272064208984 49.218509674072266, -122.95272064208984 49.2188606262207)",tertiary,3.451104,644733726883427102,644733726883414819,10,20648
10.223,50.0,"LINESTRING (-122.95327758789062 49.21843719482422, -122.95339965820312 49.21839141845703)",primary,0.736056,644733726883357942,644733726883420253,9,20649
47.522999999999996,20.0,"LINESTRING (-122.95327758789062 49.21843719482422, -122.95327758789062 49.218505859375, -122.95326232910156 49.21886444091797)",service,8.55414,644733726882425032,644733726883420253,8,20650
28.487,50.0,"LINESTRING (-122.98465728759766 49.223628997802734, -122.98430633544922 49.223514556884766)",primary,2.0510639999999998,644733726564149486,644733726564126038,10,20651
16.11,50.0,"LINESTRING (-122.98485565185547 49.22369384765625, -122.98465728759766 49.223628997802734)",primary,1.1599199999999998,644733726564124891,644733726564126038,11,20652
38.628,50.0,"LINESTRING (-122.98430633544922 49.223514556884766, -122.98382568359375 49.223365783691406)",primary,2.781216,644733726564149486,644733726564104982,9,20653
51.873,50.0,"LINESTRING (-122.98382568359375 49.223365783691406, -122.98320770263672 49.223167419433594, -122.98318481445312 49.22315979003906)",primary,3.7348559999999997,644733726564100440,644733726564104982,10,20654
26.558,20.0,"LINESTRING (-122.98382568359375 49.223365783691406, -122.9838638305664 49.223262786865234, -122.98389434814453 49.223201751708984, -122.98389434814453 49.2231330871582)",service,4.7804400000000005,644733726564090729,644733726564104982,10,20655
14.244,50.0,"LINESTRING (-122.98318481445312 49.22315979003906, -122.9830093383789 49.22310256958008)",primary,1.025568,644733726564116053,644733726564100440,10,20656
58.468,20.0,"LINESTRING (-122.98318481445312 49.22315979003906, -122.98311614990234 49.22324752807617, -122.98309326171875 49.22328186035156, -122.98309326171875 49.2234001159668, -122.98312377929688 49.223670959472656)",service,10.52424,644733726564729101,644733726564100440,8,20657
